GP_PRACTICE_CODE,POSTCODE,CCG_CODE,NHSE_AREA_TEAM_CODE,NHSE_REGION_CODE,TOTAL_ALL,TOTAL_MALE,TOTAL_FEMALES
K81052,RG17 8PS,10M,Q69,Y57,6522,3355,3167
K81055,RG10 8BP,11D,Q69,Y57,6665,3260,3405
K81056,RG31 5PR,10W,Q69,Y57,5197,2681,2516
K81057,RG17 0HY,10M,Q69,Y57,7518,3680,3838
K81059,RG42 3JP,10G,Q69,Y57,9994,4888,5106
K81060,RG42 5JG,10G,Q69,Y57,9958,5033,4925
K81061,RG14 1BU,10M,Q69,Y57,8844,4377,4467
K81062,RG30 1AT,10N,Q69,Y57,16170,8462,7708
K81063,RG14 1EQ,10M,Q69,Y57,11882,5967,5915
K81065,RG2 7AB,10W,Q69,Y57,5738,3000,2738
K81066,SL6 6EL,11C,Q69,Y57,11904,5918,5986
K81067,RG30 3AN,10N,Q69,Y57,10438,5011,5427
K81068,SL4 1BZ,11C,Q69,Y57,9765,4875,4890
K81069,RG5 4UX,11D,Q69,Y57,15539,7800,7739
K81070,RG10 9JA,11D,Q69,Y57,12515,6260,6255
K81072,RG1 3PA,10W,Q69,Y57,2416,1333,1083
K81073,RG18 3HD,10M,Q69,Y57,18468,9317,9151
K81074,SL4 5AS,11C,Q69,Y57,14564,6706,7858
K81075,SL2 1HD,10T,Q69,Y57,23774,11731,12043
K81076,SL5 7LS,10G,Q69,Y57,10036,4887,5149
K81077,RG7 5AS,10N,Q69,Y57,10684,5371,5313
K81078,RG30 1HG,10W,Q69,Y57,14261,7131,7130
K81080,RG45 6JL,11D,Q69,Y57,6617,3330,3287
K81081,RG1 7XD,10W,Q69,Y57,2285,1262,1023
K81082,SL1 5ND,10T,Q69,Y57,13809,6847,6962
K81083,SL1 6BB,10T,Q69,Y57,13108,6853,6255
K81084,SL6 8DS,11C,Q69,Y57,5747,2810,2937
K81085,SL1 3DQ,10T,Q69,Y57,6094,3265,2829
K81086,SL1 3XU,10T,Q69,Y57,10218,5161,5057
K81087,RG12 7BB,10G,Q69,Y57,5290,2683,2607
K81089,SL1 2PX,10T,Q69,Y57,3453,1849,1604
K81092,RG41 3DR,11D,Q69,Y57,11743,5777,5966
K81094,RG12 8WY,10G,Q69,Y57,3720,1948,1772
K81097,SL6 3PH,11C,Q69,Y57,6179,3082,3097
K81100,RG1 5PG,10W,Q69,Y57,5498,2844,2654
K81101,RG2 0AR,10W,Q69,Y57,6829,3526,3303
K81102,RG19 4YF,10M,Q69,Y57,10043,4772,5271
K81103,RG7 6NS,10M,Q69,Y57,7588,3925,3663
K81605,RG2 7HE,10W,Q69,Y57,16900,8235,8665
K81607,SL6 7DQ,11C,Q69,Y57,3517,1890,1627
K81608,SL1 5PP,10T,Q69,Y57,5264,2862,2402
K81610,RG12 7PG,10G,Q69,Y57,11598,5667,5931
K81613,RG1 3NQ,10W,Q69,Y57,4455,2381,2074
K81616,SL2 5JE,10T,Q69,Y57,4455,2331,2124
K81622,RG6 7RU,11D,Q69,Y57,2031,1130,901
K81630,SL4 6AP,11C,Q69,Y57,12776,6904,5872
K81633,RG2 8LE,10W,Q69,Y57,7991,3981,4010
K81636,RG1 7XG,10W,Q69,Y57,6485,3571,2914
K81638,RG40 1PH,11D,Q69,Y57,1866,977,889
K81640,RG1 4DH,10W,Q69,Y57,2472,1340,1132
K81644,RG31 5PP,10W,Q69,Y57,11821,5882,5939
K81645,SL2 5JP,10T,Q69,Y57,4350,2152,2198
K81647,RG4 8NR,10N,Q69,Y57,2214,1171,1043
K81651,RG1 5BS,10W,Q69,Y57,5586,2831,2755
K81655,SL5 7EN,11C,Q69,Y57,2677,1306,1371
K81656,RG12 0TH,10G,Q69,Y57,4786,2491,2295
K81657,RG12 1LH,10G,Q69,Y57,3934,2064,1870
K81667,SL6 0PD,11C,Q69,Y57,3690,1841,1849
K82001,HP7 0HG,10H,Q69,Y57,8938,4380,4558
K82003,MK12 5DF,04F,Q58,Y55,14863,7686,7177
K82004,HP6 5AY,10H,Q69,Y57,12660,6190,6470
K82005,SL8 5RX,10H,Q69,Y57,6700,3289,3411
K82006,SL0 9NU,10H,Q69,Y57,9621,4850,4771
K82007,MK18 1NU,10Y,Q69,Y57,11874,6119,5755
K82008,SL9 9SA,10H,Q69,Y57,9456,4529,4927
K82009,MK11 1YA,04F,Q58,Y55,11514,5619,5895
K82010,HP12 3AF,10H,Q69,Y57,9149,4614,4535
K82011,HP9 2JH,10H,Q69,Y57,7520,3672,3848
K82012,HP15 7UW,10H,Q69,Y57,5962,2910,3052
K82013,MK2 2EH,04F,Q58,Y55,13712,6634,7078
K82014,HP20 1LJ,10Y,Q69,Y57,5008,2523,2485
K82015,MK3 6EN,04F,Q58,Y55,10144,5016,5128
K82016,MK16 8QT,04F,Q58,Y55,18486,9139,9347
K82017,HP11 2SD,10H,Q69,Y57,10660,5253,5407
K82018,HP19 9EX,10Y,Q69,Y57,13784,6943,6841
K82019,HP21 8TR,10Y,Q69,Y57,16830,8388,8442
K82020,HP13 5DN,10H,Q69,Y57,9564,4861,4703
K82021,HP27 0AX,10Y,Q69,Y57,14527,7079,7448
K82022,HP13 7UN,10H,Q69,Y57,9911,4785,5126
K82023,SL7 1DN,10H,Q69,Y57,27563,13546,14017
K82024,HP5 3EZ,10H,Q69,Y57,10490,5244,5246
K82025,MK15 8AJ,04F,Q58,Y55,10809,5380,5429
K82026,MK3 7QU,04F,Q58,Y55,11659,5761,5898
K82027,MK14 6BL,04F,Q58,Y55,6729,3431,3298
K82028,HP17 8JX,10Y,Q69,Y57,7902,3843,4059
K82029,HP10 9XA,10H,Q69,Y57,9982,4858,5124
K82030,HP11 2RN,10H,Q69,Y57,10088,4888,5200
K82031,SL2 4AZ,10H,Q69,Y57,6074,2932,3142
K82032,MK14 6GL,04F,Q58,Y55,12442,6296,6146
K82033,SL1 7DE,10H,Q69,Y57,18190,8953,9237
K82034,HP27 9AX,10Y,Q69,Y57,9108,4491,4617
K82035,HP16 9EU,10H,Q69,Y57,3321,1585,1736
K82036,HP11 2RZ,10H,Q69,Y57,9932,4930,5002
K82037,HP5 1ET,10H,Q69,Y57,12169,6013,6156
K82038,HP20 1XB,10Y,Q69,Y57,13420,6733,6687
K82039,MK2 2TX,04F,Q58,Y55,11303,5681,5622
K82040,HP19 8EN,10Y,Q69,Y57,13103,6527,6576
K82042,HP22 4JF,10Y,Q69,Y57,4143,2034,2109
K82043,MK18 3DW,10Y,Q69,Y57,9433,4720,4713
K82044,HP13 6SL,10H,Q69,Y57,9753,4776,4977
K82045,SL2 3ER,10H,Q69,Y57,6559,3181,3378
K82046,HP9 1PS,10H,Q69,Y57,16558,8035,8523
K82047,HP18 9AF,10Y,Q69,Y57,11376,5586,5790
K82048,HP14 3SX,10H,Q69,Y57,6553,3263,3290
K82049,HP14 4LG,10H,Q69,Y57,12560,6127,6433
K82050,MK2 3HN,04F,Q58,Y55,6273,3103,3170
K82051,SL9 9RR,10H,Q69,Y57,12013,5903,6110
K82053,HP13 6SH,10H,Q69,Y57,12530,6290,6240
K82054,MK6 4NH,04F,Q58,Y55,12371,6322,6049
K82055,UB9 5GA,10H,Q69,Y57,8818,4379,4439
K82057,MK46 5QG,04F,Q58,Y55,8505,4162,4343
K82058,HP5 3EZ,10H,Q69,Y57,5231,2627,2604
K82059,MK2 2DJ,04F,Q58,Y55,5644,2794,2850
K82060,MK14 6JY,04F,Q58,Y55,4087,2149,1938
K82061,LU7 0NE,10Y,Q69,Y57,4106,2065,2041
K82062,MK2 3EJ,04F,Q58,Y55,2890,1522,1368
K82064,MK6 2LR,04F,Q58,Y55,6416,3424,2992
K82065,MK13 8RN,04F,Q58,Y55,16849,8821,8028
K82066,HP10 0EE,10H,Q69,Y57,7105,3419,3686
K82067,MK8 9HN,04F,Q58,Y55,15890,7904,7986
K82068,HP18 0LY,10Y,Q69,Y57,5289,2632,2657
K82069,MK18 1JP,10Y,Q69,Y57,8731,4363,4368
K82070,LU7 0NE,10Y,Q69,Y57,4896,2383,2513
K82071,MK18 1NU,10Y,Q69,Y57,6960,3357,3603
K82073,HP22 6LD,10Y,Q69,Y57,27583,13482,14101
K82074,MK16 0JR,04F,Q58,Y55,5788,2937,2851
K82076,MK5 6EY,04F,Q58,Y55,12807,6288,6519
K82078,SL9 9SA,10H,Q69,Y57,8759,4270,4489
K82079,LU6 2HT,10Y,Q69,Y57,7458,3749,3709
K82603,HP12 3PP,10H,Q69,Y57,8213,4284,3929
K82608,HP20 1PH,10Y,Q69,Y57,4482,2156,2326
K82610,MK6 4NG,04F,Q58,Y55,6270,3182,3088
K82615,MK7 7PB,04F,Q58,Y55,10539,5226,5313
K82617,MK11 1YA,04F,Q58,Y55,6706,3330,3376
K82618,HP16 0BG,10H,Q69,Y57,3509,1732,1777
K82621,HP7 9NU,10H,Q69,Y57,5437,2594,2843
K82631,MK10 9BQ,04F,Q58,Y55,14136,6965,7171
K82633,MK4 4EN,04F,Q58,Y55,13381,6587,6794
K83002,NN17 2UR,03V,Q58,Y55,47547,23783,23764
K83003,NN2 6LS,04G,Q58,Y55,8430,4277,4153
K83004,NN13 6EJ,04G,Q58,Y55,4627,2364,2263
K83005,NN8 3QE,04G,Q58,Y55,12048,6016,6032
K83006,NN15 7HP,04G,Q58,Y55,10099,5062,5037
K83007,NN10 0GP,04G,Q58,Y55,11891,5897,5994
K83008,NN2 8LL,04G,Q58,Y55,8326,4070,4256
K83009,NN3 7QP,04G,Q58,Y55,10446,4875,5571
K83010,NN4 8QF,04G,Q58,Y55,17039,8344,8695
K83011,NN8 4UT,04G,Q58,Y55,12153,6049,6104
K83012,NN1 5LY,04G,Q58,Y55,11289,5646,5643
K83013,NN16 8DN,04G,Q58,Y55,12621,6206,6415
K83014,NN2 6AL,04G,Q58,Y55,13699,6957,6742
K83015,NN11 4DY,04G,Q58,Y55,12753,6457,6296
K83017,PE8 6PL,06H,Q56,Y55,6960,3437,3523
K83018,NN13 6JJ,04G,Q58,Y55,9203,4548,4655
K83019,NN6 7QB,04G,Q58,Y55,5723,2876,2847
K83020,NN3 8HZ,04G,Q58,Y55,3405,1740,1665
K83021,NN14 6JQ,04G,Q58,Y55,20434,10184,10250
K83022,NN12 6HH,04G,Q58,Y55,8306,4093,4213
K83023,PE8 4JA,06H,Q56,Y55,10935,5435,5500
K83024,NN10 9TR,04G,Q58,Y55,10867,5412,5455
K83025,NN1 3DS,04G,Q58,Y55,15368,7856,7512
K83026,NN8 4RW,04G,Q58,Y55,16590,8280,8310
K83027,NN2 6AA,04G,Q58,Y55,9527,4717,4810
K83028,NN9 5GA,04G,Q58,Y55,10901,5450,5451
K83029,NN1 5LT,04G,Q58,Y55,12348,6179,6169
K83030,NN9 6UA,04G,Q58,Y55,9358,4620,4738
K83031,NN11 6XN,04G,Q58,Y55,7863,3977,3886
K83032,NN11 4FE,04G,Q58,Y55,19635,9897,9738
K83033,NN3 8DW,04G,Q58,Y55,3562,1865,1697
K83035,NN2 7JN,04G,Q58,Y55,5445,2747,2698
K83036,NN15 7NX,04G,Q58,Y55,13979,6855,7124
K83037,NN15 5PU,04G,Q58,Y55,12783,6286,6497
K83039,NN16 8JZ,04G,Q58,Y55,12606,6400,6206
K83040,NN3 8AW,04G,Q58,Y55,9680,4837,4843
K83041,NN5 6FR,04G,Q58,Y55,21576,10544,11032
K83042,NN3 2HZ,04G,Q58,Y55,10120,5049,5071
K83043,NN3 2JG,04G,Q58,Y55,14052,6980,7072
K83044,NN10 9EB,04G,Q58,Y55,12089,5954,6135
K83047,NN8 1LT,04G,Q58,Y55,16410,8092,8318
K83048,NN3 5EN,04G,Q58,Y55,6607,3303,3304
K83049,NN13 6EQ,04G,Q58,Y55,8769,4407,4362
K83050,NN1 4SB,04G,Q58,Y55,3627,1917,1710
K83051,NN16 8DN,04G,Q58,Y55,16597,8249,8348
K83052,NN7 3BT,04G,Q58,Y55,19639,9762,9877
K83053,NN6 7TT,04G,Q58,Y55,4747,2381,2366
K83055,NN4 6LW,04G,Q58,Y55,6331,3103,3228
K83056,NN1 4QA,04G,Q58,Y55,3870,2085,1785
K83058,NN2 6NZ,04G,Q58,Y55,4535,2343,2192
K83059,NN18 0QP,03V,Q58,Y55,9196,4552,4644
K83064,NN6 8QE,04G,Q58,Y55,14865,7342,7523
K83065,NN14 4QL,04G,Q58,Y55,5750,2839,2911
K83066,NN7 4RX,04G,Q58,Y55,12657,6287,6370
K83068,NN7 1HT,04G,Q58,Y55,6014,2961,3053
K83069,NN9 6ET,04G,Q58,Y55,2365,1278,1087
K83070,NN7 3QN,04G,Q58,Y55,9748,4903,4845
K83076,NN3 8DW,04G,Q58,Y55,3744,1937,1807
K83077,NN2 7PB,04G,Q58,Y55,7271,3513,3758
K83079,NN29 7QS,04G,Q58,Y55,4838,2441,2397
K83080,NN10 8ED,04G,Q58,Y55,5309,2557,2752
K83081,NN9 5LJ,04G,Q58,Y55,1101,611,490
K83601,NN6 0EU,04G,Q58,Y55,5171,2548,2623
K83607,NN17 1LG,03V,Q58,Y55,1748,929,819
K83610,NN4 0NY,04G,Q58,Y55,8412,4122,4290
K83614,NN17 1QP,03V,Q58,Y55,4803,2381,2422
K83616,NN14 4GD,04G,Q58,Y55,5289,2686,2603
K83618,NN3 8DW,04G,Q58,Y55,6262,3089,3173
K83619,NN4 0GP,04G,Q58,Y55,4247,2172,2075
K83620,NN12 6HD,04G,Q58,Y55,8463,4353,4110
K83621,NN1 1LG,04G,Q58,Y55,6727,3849,2878
K83622,NN18 8LU,03V,Q58,Y55,9799,4798,5001
K83625,NN14 1SN,04G,Q58,Y55,4867,2342,2525
K84001,RG9 2DR,10Q,Q69,Y57,10388,5127,5261
K84002,OX11 7JH,10Q,Q69,Y57,17022,8519,8503
K84003,OX5 2TQ,10Q,Q69,Y57,5887,2921,2966
K84004,OX4 4DH,10Q,Q69,Y57,14647,7375,7272
K84005,OX1 5PY,10Q,Q69,Y57,6560,3414,3146
K84006,OX29 4QB,10Q,Q69,Y57,13681,6742,6939
K84007,OX4 2HL,10Q,Q69,Y57,8029,4005,4024
K84008,OX49 5AF,10Q,Q69,Y57,7440,3659,3781
K84009,OX3 9JA,10Q,Q69,Y57,14759,7151,7608
K84010,OX18 2LJ,10Q,Q69,Y57,8180,4083,4097
K84011,OX2 7BS,10Q,Q69,Y57,14732,7604,7128
K84012,SN6 8AG,12D,Q64,Y57,6728,3172,3556
K84013,OX4 1XB,10Q,Q69,Y57,20735,10259,10476
K84014,OX33 1YJ,10Q,Q69,Y57,10453,5205,5248
K84015,RG9 5AJ,10Q,Q69,Y57,3497,1676,1821
K84016,OX1 2NA,10Q,Q69,Y57,14214,7671,6543
K84017,OX28 6JS,10Q,Q69,Y57,14120,7085,7035
K84019,OX12 9BN,10Q,Q69,Y57,11349,5632,5717
K84020,RG4 9SW,10Q,Q69,Y57,8561,4200,4361
K84021,OX2 7BT,10Q,Q69,Y57,7564,3672,3892
K84022,OX5 1AP,10Q,Q69,Y57,4469,2220,2249
K84023,OX10 7NE,10Q,Q69,Y57,4846,2421,2425
K84024,OX16 9SA,10Q,Q69,Y57,7760,3874,3886
K84025,OX2 9JS,10Q,Q69,Y57,8826,4325,4501
K84026,OX2 6NW,10Q,Q69,Y57,10915,5402,5513
K84027,OX14 3JY,10Q,Q69,Y57,18868,9444,9424
K84028,OX16 9AD,10Q,Q69,Y57,17177,8685,8492
K84030,OX7 5AA,10Q,Q69,Y57,7178,3467,3711
K84031,OX4 7EX,10Q,Q69,Y57,10780,5362,5418
K84032,OX4 1XD,10Q,Q69,Y57,9075,4621,4454
K84033,OX12 9BN,10Q,Q69,Y57,12962,6425,6537
K84034,OX14 3EL,10Q,Q69,Y57,3274,1673,1601
K84035,RG9 2DR,10Q,Q69,Y57,8976,4302,4674
K84036,OX10 6RL,10Q,Q69,Y57,4709,2248,2461
K84037,OX10 9DU,10Q,Q69,Y57,16450,8084,8366
K84038,OX26 6HT,10Q,Q69,Y57,12451,6185,6266
K84039,OX7 5AL,10Q,Q69,Y57,7397,3619,3778
K84040,OX16 9AD,10Q,Q69,Y57,17488,8742,8746
K84041,OX14 1BT,10Q,Q69,Y57,12177,6069,6108
K84042,OX20 1UB,10Q,Q69,Y57,9273,4453,4820
K84043,OX11 0BB,10Q,Q69,Y57,10235,5072,5163
K84044,OX3 9BP,10Q,Q69,Y57,14349,6838,7511
K84045,OX5 2NS,10Q,Q69,Y57,6940,3394,3546
K84046,OX7 6BW,10Q,Q69,Y57,5769,2827,2942
K84047,OX18 4LS,10Q,Q69,Y57,6534,3208,3326
K84048,OX4 2NB,10Q,Q69,Y57,8213,4207,4006
K84049,OX1 2NR,10Q,Q69,Y57,6658,3505,3153
K84050,OX9 3JZ,10Q,Q69,Y57,11374,5571,5803
K84051,SN7 7YU,10Q,Q69,Y57,10314,5070,5244
K84052,OX26 6AT,10Q,Q69,Y57,12339,6157,6182
K84054,OX14 3LB,10Q,Q69,Y57,12904,6398,6506
K84055,OX15 0TQ,10Q,Q69,Y57,9469,4626,4843
K84056,OX17 1FB,10Q,Q69,Y57,3372,1660,1712
K84058,OX15 4ES,10Q,Q69,Y57,7128,3456,3672
K84059,OX16 9DB,10Q,Q69,Y57,10398,5084,5314
K84060,OX4 1JS,10Q,Q69,Y57,4168,2122,2046
K84062,OX16 3WT,10Q,Q69,Y57,6907,3508,3399
K84063,OX4 1XD,10Q,Q69,Y57,7799,4094,3705
K84065,OX15 5RQ,10Q,Q69,Y57,2616,1375,1241
K84066,OX1 1TD,10Q,Q69,Y57,397,337,60
K84071,RG8 0PR,10Q,Q69,Y57,9469,4786,4683
K84072,OX28 6JQ,10Q,Q69,Y57,12009,5848,6161
K84073,OX26 3EU,10Q,Q69,Y57,7436,3746,3690
K84074,OX12 7LU,10Q,Q69,Y57,4141,2113,2028
K84075,OX18 1JA,10Q,Q69,Y57,9779,4570,5209
K84076,OX3 0LY,10Q,Q69,Y57,4807,2418,2389
K84077,SN7 7YU,10Q,Q69,Y57,4247,2082,2165
K84078,OX2 6NW,10Q,Q69,Y57,5748,3021,2727
K84079,OX14 1XR,10Q,Q69,Y57,9020,4748,4272
K84080,OX1 2NP,10Q,Q69,Y57,4708,2496,2212
K84082,OX5 1AP,10Q,Q69,Y57,7938,3978,3960
K84605,OX1 4JA,10Q,Q69,Y57,4247,2393,1854
K84608,OX4 4DH,10Q,Q69,Y57,886,529,357
K84610,OX7 3PQ,10Q,Q69,Y57,5328,2901,2427
K84613,OX26 6XX,10Q,Q69,Y57,9317,4592,4725
K84617,OX1 4RP,10Q,Q69,Y57,3764,1911,1853
K84618,OX28 3FS,10Q,Q69,Y57,6892,3360,3532
K84620,OX3 8RZ,10Q,Q69,Y57,1430,861,569
K84621,OX26 3HA,10Q,Q69,Y57,4336,2148,2188
K84622,OX28 5YT,10Q,Q69,Y57,4158,1986,2172
K84624,OX11 7GD,10Q,Q69,Y57,9260,4552,4708
L81002,BS22 9HF,11T,Q65,Y57,3955,1898,2057
L81004,BS20 6AQ,11T,Q65,Y57,18001,8852,9149
L81006,BS14 0SU,11H,Q65,Y57,3871,1890,1981
L81007,BS3 1AS,11H,Q65,Y57,8947,4475,4472
L81008,BS11 9SB,11H,Q65,Y57,10722,5320,5402
L81009,BS14 8PT,11H,Q65,Y57,9212,4517,4695
L81010,BA3 3PL,11E,Q64,Y57,6587,3368,3219
L81012,BS6 5PT,11H,Q65,Y57,18119,9707,8412
L81013,BS16 3TD,11H,Q65,Y57,12759,6423,6336
L81014,BS36 2DE,12A,Q65,Y57,14545,7198,7347
L81015,BS5 0UA,11H,Q65,Y57,12369,6648,5721
L81016,BS23 1YA,11T,Q65,Y57,9521,4689,4832
L81017,BS9 3AA,11H,Q65,Y57,9214,4411,4803
L81018,BS35 1DP,12A,Q65,Y57,9195,4552,4643
L81019,BS34 6BQ,12A,Q65,Y57,13722,6964,6758
L81020,BA2 4JT,11E,Q64,Y57,6006,3127,2879
L81021,BS25 1AF,11T,Q65,Y57,8894,4350,4544
L81022,BS7 9RR,11H,Q65,Y57,14793,7535,7258
L81023,BS5 6YA,11H,Q65,Y57,8550,4541,4009
L81024,BS37 4DQ,12A,Q65,Y57,14178,6991,7187
L81025,BA3 2UH,11E,Q64,Y57,12514,6268,6246
L81026,BS16 5SG,12A,Q65,Y57,12370,6039,6331
L81027,BA1 7NP,11E,Q64,Y57,6055,2944,3111
L81028,BS7 0LS,12A,Q65,Y57,5267,2727,2540
L81029,BS30 5QQ,12A,Q65,Y57,9139,4530,4609
L81030,BS40 6HF,11E,Q64,Y57,6563,3273,3290
L81031,BS14 0SU,11H,Q65,Y57,13660,6704,6956
L81032,BS3 5AS,11H,Q65,Y57,6857,3500,3357
L81033,BS4 4HU,11H,Q65,Y57,15790,7950,7840
L81034,BS48 2XX,11T,Q65,Y57,11214,5445,5769
L81035,BS3 4JE,11H,Q65,Y57,9886,5020,4866
L81036,BS34 5TF,12A,Q65,Y57,9769,4826,4943
L81037,BS10 6SP,11H,Q65,Y57,9621,4660,4961
L81038,BS5 7PD,11H,Q65,Y57,13493,6712,6781
L81039,BA2 3HT,11E,Q64,Y57,11957,6057,5900
L81040,BS21 6DG,11T,Q65,Y57,9103,4457,4646
L81041,BS13 0JP,11H,Q65,Y57,6230,3034,3196
L81042,BS37 4AA,12A,Q65,Y57,11352,5711,5641
L81043,BS23 3HQ,11T,Q65,Y57,6316,3181,3135
L81044,BS23 4JP,11T,Q65,Y57,10329,5125,5204
L81045,BS31 2BN,11E,Q64,Y57,9490,4692,4798
L81046,BS16 6PG,12A,Q65,Y57,9979,4903,5076
L81047,BS37 4AX,12A,Q65,Y57,13159,6555,6604
L81049,BA2 3JZ,11E,Q64,Y57,6375,3151,3224
L81050,BS30 5JZ,12A,Q65,Y57,7188,3576,3612
L81051,BS23 3HQ,11T,Q65,Y57,10643,5241,5402
L81052,BS16 5FJ,12A,Q65,Y57,11972,5852,6120
L81053,BS13 7JD,11H,Q65,Y57,7840,3831,4009
L81054,BS13 8LD,11H,Q65,Y57,10246,5084,5162
L81055,BS15 8NJ,12A,Q65,Y57,13626,6821,6805
L81056,BS41 9DY,11T,Q65,Y57,6970,3467,3503
L81057,BS3 3AZ,11H,Q65,Y57,7570,3869,3701
L81058,BS22 8AG,11T,Q65,Y57,9066,4376,4690
L81059,BS39 7SF,11E,Q64,Y57,8177,4080,4097
L81060,BS48 3HA,11T,Q65,Y57,13502,6671,6831
L81061,BS5 9QY,11H,Q65,Y57,8082,4058,4024
L81062,BS5 7PH,11H,Q65,Y57,10421,5167,5254
L81063,BS15 4EJ,12A,Q65,Y57,11639,5673,5966
L81064,BS31 1AF,11E,Q64,Y57,6796,3299,3497
L81065,BA2 5EG,11E,Q64,Y57,8672,4194,4478
L81066,BS24 7DX,11T,Q65,Y57,11871,5832,6039
L81067,BS10 6DF,11H,Q65,Y57,11231,5431,5800
L81068,BA2 4BY,11E,Q64,Y57,11474,5768,5706
L81069,BA2 1ER,11E,Q64,Y57,7235,3592,3643
L81070,BA1 3PT,11E,Q64,Y57,7826,3779,4047
L81071,BA1 6EA,11E,Q64,Y57,11564,5258,6306
L81072,BS40 8UE,11E,Q64,Y57,9121,4582,4539
L81073,BS31 1BX,11E,Q64,Y57,6948,3386,3562
L81074,BS49 4ER,11T,Q65,Y57,12053,5899,6154
L81075,BS16 2JD,11H,Q65,Y57,15781,8024,7757
L81077,BS9 2HL,11H,Q65,Y57,6433,3145,3288
L81078,BS7 8SA,11H,Q65,Y57,12941,6505,6436
L81079,BS15 3HY,12A,Q65,Y57,21195,10524,10671
L81080,BA1 2SR,11E,Q64,Y57,9813,5156,4657
L81081,BS8 3EU,11H,Q65,Y57,11999,6033,5966
L81082,BS3 4AT,11H,Q65,Y57,11446,5649,5797
L81083,BS13 0JP,11H,Q65,Y57,7582,3776,3806
L81084,BS4 2QJ,11H,Q65,Y57,8482,4247,4235
L81085,BS20 0DL,11T,Q65,Y57,6811,3425,3386
L81086,BS40 5EL,11T,Q65,Y57,9361,4523,4838
L81087,BS16 3TD,11H,Q65,Y57,10631,5369,5262
L81088,BS15 1WW,11H,Q65,Y57,9586,4738,4848
L81089,BS2 0AN,11H,Q65,Y57,9627,5127,4500
L81090,BS6 6DF,11H,Q65,Y57,13539,6636,6903
L81091,BS8 2PU,11H,Q65,Y57,16541,8706,7835
L81092,BS5 0UA,11H,Q65,Y57,5327,2780,2547
L81093,BS4 2QR,11H,Q65,Y57,5392,2661,2731
L81094,BS4 1WH,11H,Q65,Y57,6728,3347,3381
L81095,BS4 1WH,11H,Q65,Y57,6137,3121,3016
L81098,BS10 6AF,11H,Q65,Y57,6909,3448,3461
L81099,BS11 0QE,11H,Q65,Y57,6516,3275,3241
L81101,BA3 2QE,11E,Q64,Y57,6403,3125,3278
L81102,BS21 7TA,11T,Q65,Y57,6940,3282,3658
L81103,BS35 2AT,12A,Q65,Y57,6877,3386,3491
L81106,BS35 1DP,12A,Q65,Y57,4932,2465,2467
L81108,BA1 2PS,11E,Q64,Y57,1676,835,841
L81112,BS7 8DR,11H,Q65,Y57,12015,6031,5984
L81116,BS21 6DG,11T,Q65,Y57,7344,3544,3800
L81117,BS35 4JE,12A,Q65,Y57,4497,2332,2165
L81118,BS34 8UE,12A,Q65,Y57,14189,7090,7099
L81119,BS23 4BP,11T,Q65,Y57,4853,2364,2489
L81120,BS4 4HU,11H,Q65,Y57,6048,3034,3014
L81122,BA2 0HX,11E,Q64,Y57,5206,2597,2609
L81123,BA2 8JQ,11E,Q64,Y57,6744,3376,3368
L81124,BS22 7YZ,11T,Q65,Y57,9613,4690,4923
L81125,BS4 2DF,11H,Q65,Y57,6857,3443,3414
L81127,BS32 4DS,12A,Q65,Y57,4816,2367,2449
L81128,BS11 9JJ,11H,Q65,Y57,2629,1465,1164
L81130,BS30 8HS,12A,Q65,Y57,5860,2851,3009
L81131,BS9 4HT,11H,Q65,Y57,8464,4002,4462
L81132,BA3 3UJ,11E,Q64,Y57,4321,2139,2182
L81133,BS6 6AU,11H,Q65,Y57,14490,6681,7809
L81134,BS30 8HS,12A,Q65,Y57,5141,2500,2641
L81600,BS20 7QA,11T,Q65,Y57,9337,4628,4709
L81617,BA2 7AY,11E,Q64,Y57,10255,5778,4477
L81622,BS9 1JN,11H,Q65,Y57,3439,1621,1818
L81632,BS16 7AL,12A,Q65,Y57,10360,5167,5193
L81633,BS8 4AH,11H,Q65,Y57,2852,1786,1066
L81635,BS22 6HB,11T,Q65,Y57,4011,2100,1911
L81637,BA1 6BA,11E,Q64,Y57,3032,1508,1524
L81642,BS37 5UY,12A,Q65,Y57,2309,1110,1199
L81643,BS22 6AJ,11T,Q65,Y57,6761,3254,3507
L81644,BA2 2QH,11E,Q64,Y57,6340,3025,3315
L81648,BS5 6YA,11H,Q65,Y57,4227,2313,1914
L81649,BS32 9DS,12A,Q65,Y57,15571,7800,7771
L81655,BA1 2AU,11E,Q64,Y57,3353,1634,1719
L81656,BS8 4QW,11H,Q65,Y57,2703,1421,1282
L81663,BS9 1NG,11H,Q65,Y57,1639,867,772
L81669,BS7 0UE,11H,Q65,Y57,4811,2454,2357
L81670,BS23 3SJ,11T,Q65,Y57,5072,2454,2618
L82001,TR1 2JA,11N,Q66,Y57,16135,7852,8283
L82002,TR16 4ET,11N,Q66,Y57,6333,3067,3266
L82003,PL29 3TR,11N,Q66,Y57,8511,4110,4401
L82004,PL27 7BS,11N,Q66,Y57,7618,3681,3937
L82006,TR10 8HX,11N,Q66,Y57,18534,8896,9638
L82007,PL32 9YT,11N,Q66,Y57,3027,1479,1548
L82008,EX23 9BP,11N,Q66,Y57,11148,5658,5490
L82009,PL31 2LB,11N,Q66,Y57,11250,5579,5671
